CtnNum,Uw_cpu,Xw,Res
10,0.02169063799733848,1.2074201385705676,392216
5,0.03726337667806526,2.50922160541596,352285
4,0.04862488283292572,3.4274752832578486,413061
1,0.12190029696969697,10.555164999275771,202062
4,0.03803698787908009,3.548073472579868,248752
2,0.0996979963924964,6.865978381103489,909511
9,0.017791314131872085,0.0,83149
10,0.02856439158388528,0.0,43188
5,0.04730404860196308,2.727070600123473,421533
7,0.03912652438640014,1.9061480558098274,638527
10,0.019472459185070224,1.3017539520091121,913269
9,0.017879360491336795,1.434912323343525,799132
9,0.019750455097526372,1.390298348745426,701824
8,0.02200672541833703,1.6404196209139115,351685
8,0.02193273562846472,1.6980866310133815,757850
2,0.09501976640383426,7.428654961378259,107508
8,0.031890253501892854,1.678796959261442,460481
1,0.18315514489795917,11.659579892783283,440107
5,0.019578326834343435,0.0,53321
2,0.10873334991496598,11.496341509790286,347478
3,0.07288192164912281,3.957535669945352,940768
9,0.030180124500296186,1.3675085803924802,895287
3,0.025485347504546372,4.669537569706992,353466
7,0.02975062383656309,1.666982803771182,553983
2,0.05906505028636884,5.790746510905333,602696
2,0.0753563118556701,5.815041763392989,800693
5,0.0270480940436356,0.0,61805
9,0.020794511431665292,0.025245199661125785,61909
6,0.023463202689948243,1.965867047899233,667530
10,0.02445630854697567,1.1441227035008603,616145
2,0.06308143885106382,5.911297836700764,841458
7,0.005066974841564332,0.2344443010183979,740350
3,0.0535510861036839,4.3305149490769805,120690
7,0.013754121663237527,0.0,69873
6,0.04070864535100771,2.1483509835374717,505703
9,0.020611486510628718,1.3178385341141954,30043
8,0.029107705546732317,1.5937080056232191,807873
10,0.014203651178856311,0.9663707166219503,948464
9,0.01623257466302196,1.3555559305660658,982053
1,0.10528063979591837,13.453419143947455,880029
1,0.09595532727272728,12.945217977771572,886135
9,0.013976363562861867,0.0,65650
6,0.0009433238275494216,0.0,61010
7,0.0020962380927643785,0.4879241504982238,222046
5,0.07752614951755926,2.511417697675788,671547
1,0.131691101010101,24.731023794192957,73159
8,0.01542428554352647,0.4691792499385544,62666
5,0.006200781152115211,0.0,61122
8,0.002870003174860853,0.0,970235
7,0.0045673275745501665,0.45062528220267917,608327
9,0.026628057363898592,1.3765189644616762,399660
1,0.12292170485436893,12.81012629521378,907894
3,0.04674583703302954,4.189954603138723,344954
4,0.03384770545968327,3.3127926025715584,607118
9,0.0007503661353627915,0.5124212418173391,74546
4,0.08430366645457309,3.653856075104279,276883
9,0.016577810488679488,0.0,62565
7,0.0009079083116883116,1.662413299959913,397465
8,0.03316059071138718,1.5292718287100884,620339
8,0.021183838481475748,1.5116035855007626,408957
8,0.021084052836095084,1.4754426604908113,575391
3,0.0483996841986532,4.1834484631567035,974706
6,0.030726647306719188,2.125917534730456,860430
2,0.05573216907216495,6.74575234388622,917480
4,0.05531173496025304,3.159315438054044,365122
2,0.12149767679520584,6.181418720955849,668807
3,0.04613372929700921,4.505135824624692,459491
9,0.023343866684390462,1.3003721503772847,339834
10,0.01863045872626103,1.1720345401422474,914443
10,0.01978303933255355,1.267945803331887,765409
6,0.023694260411600974,2.2422683340375844,493702
10,0.02586147492007399,1.3003420967465504,580744
1,0.06706900612244898,11.516703542123345,30648
2,0.06228001314616756,7.80162493108391,256732
10,0.002101801385624098,0.448881026730942,62716
3,0.050695390929705215,4.138604748462998,664982
10,0.000969851670291519,0.0,77639
10,0.0007123041772736458,0.4472496484874432,39184
6,0.04047925956257292,2.005100184929333,464355
4,0.04174461562298771,3.223327520126957,514426
10,0.002705486996367393,1.148672841436593,873405
8,0.029857000343443373,1.6907891888779194,794919
9,0.023876928880360977,1.3892834395244007,728653
3,0.056910607954003094,4.295513598177698,867017
1,0.124580764,12.73462765112172,304032
4,0.04301903093027211,3.3921410079990544,162863
4,0.04190676963015756,3.25715132007351,769601
7,0.022197526443577364,1.7520355526596167,922588
9,0.02194722050261502,1.4297835928687348,956687
8,0.02620336823875729,1.4672679849158405,1863
7,0.02212848288878202,1.8252713232140212,944165
8,0.023904682323359884,1.6374002605688998,376705
9,0.02411403382273974,1.436539761607981,641481
10,0.017025715566209295,1.3353247115948077,392934
1,0.12328286907216494,12.761807930978424,298559
3,0.03419339846711559,4.106911688318969,69982
9,0.028000821850240894,1.3748367695085921,521889
9,0.025582186068007808,1.3156629405263276,94343
3,0.04125001588739326,4.6448839890489255,402576
9,0.028645500490064178,1.4926409681768635,786095
5,0.03301489837277427,2.481326190932664,983172
8,0.024564243407989947,1.7360799969933336,656289
9,0.06705380426601795,1.2662856867430603,771875
9,0.02120843035901052,1.4181442821599037,559562
9,0.024224837127777243,1.2798792058850603,723789
5,0.03623843555020233,2.239190770131877,236393
3,0.05275720441919191,3.750793615185,733431
10,0.12206183124492778,1.2836372558713591,638622
6,0.02834102135545113,2.1331996186231144,94892
9,0.031415436857902525,1.4580524460133173,98888
6,0.03226621267292447,2.1776800873412916,680995
7,0.024743370200725756,1.7952881599162551,655037
7,0.026926197950234355,1.9173797516087974,892472
7,0.021101223058648717,1.7722636448357556,996110
1,0.10032186105263158,15.024103454523795,634461
6,0.033600381527265785,1.9646679596156291,865218
8,0.020748482427679904,1.6147695362865777,275100
1,0.0565141696969697,13.466266155932598,542453
7,0.029416733725366705,0.0,63955
2,0.06655266798453609,7.599580315857525,163306
2,0.03096000736903009,5.799081088178399,698430
8,0.0038733184043496195,0.0,64121
3,0.001150727946127946,0.0,61846
1,0.07337659578947368,17.322561343067786,529393
4,0.0009697323410121625,2.1263075170538173,405782
7,0.010245078944356096,0.2218018743482097,341434
1,0.075626445,25.975912329650946,184008
4,0.0190007760564832,3.0765561115969007,847611
2,0.08046208278093434,5.751976893274894,522189
10,0.005091658300097764,0.0,77036
4,0.0528275202674062,3.453478609322103,536919
8,0.00819836854750295,0.4172492622013549,73687
4,0.07160437399156007,3.159305510453956,461924
3,0.11226536270030747,3.8012186024029213,836165
1,0.05546670206185567,11.655071829714394,543265
3,0.08373502034378877,4.078727388497537,403137
8,0.019096051140832102,0.18968058640306393,12284
7,0.019650063425946128,1.6905804008872676,701377
1,0.0009818919191919191,17.961488887037024,862264
6,0.02336271970331019,0.0,62884
9,0.00358234833192469,0.7948764985468149,72611
9,0.0008623512770104674,1.3258829457111414,763235
3,0.0395405613413042,4.195148347046123,160023
4,0.05944565398052692,2.954225522933918,434841
9,0.019546094891979775,0.003133855477871798,15888
1,0.11264756464646465,18.943129969282687,911936
7,0.019006146084620954,0.27852156834609815,49723
9,0.025111549175615384,0.09764070762386204,63126
2,0.04943652553661616,6.290779707890179,637454
6,0.0276084353214365,0.0,62993
9,0.005262464973921629,0.0,62806
6,0.04556897338048856,2.188456326259158,591323
8,0.022125442581852256,1.5782749242046155,638548
6,0.029624938700150354,2.026692697926276,750779
7,0.030932134833647373,1.8356092238885275,405518
5,0.0361029120913167,2.8008991484342842,462083
4,0.07707692431002991,3.467457470338196,886409
3,0.06019694864804965,3.864208155144062,793560
3,0.04846713509848485,3.91468284840724,175114
10,0.020140971364072283,0.04478820622688477,74785
7,0.03840528753492567,1.824740920978368,53085
